Name,Description,URL,Created At,Updated At,Homepage,Size,Stars,Forks,Issues,Watchers,Language,License,Topics,Has Issues,Has Projects,Has Downloads,Has Wiki,Has Pages,Has Discussions,Is Fork,Is Archived,Is Template,Default Branch
LeetCodeAnimation,Demonstrate all the questions on LeetCode in the form of animation.（用动画的形式呈现解LeetCode题目的思路）,https://github.com/MisterBooo/LeetCodeAnimation,2018-12-06T08:01:22Z,2023-09-21T11:28:58Z,,509807,74032,13979,19,74032,Java,,"['animation', 'leetcode', 'leetcode-c', 'leetcode-java', 'leetcode-solutions']",True,True,True,True,False,False,False,False,False,master
free-for-dev,"A list of SaaS, PaaS and IaaS offerings that have free tiers of interest to devops and infradev",https://github.com/ripienaar/free-for-dev,2015-03-18T21:06:26Z,2023-09-21T11:35:21Z,https://free-for.dev/,7237,73948,8106,18,73948,HTML,,"['awesome-list', 'free-for-developers']",False,False,True,False,True,False,False,False,False,master
godot,Godot Engine – Multi-platform 2D and 3D game engine,https://github.com/godotengine/godot,2014-01-04T16:05:36Z,2023-09-21T11:41:04Z,https://godotengine.org,1345674,73884,14405,10328,73884,C++,MIT,"['game-development', 'game-engine', 'gamedev', 'godot', 'godotengine', 'hacktoberfest', 'multi-platform', 'open-source']",True,True,True,False,False,False,False,False,False,master
django,The Web framework for perfectionists with deadlines.,https://github.com/django/django,2012-04-28T02:47:18Z,2023-09-21T09:45:41Z,https://www.djangoproject.com/,241654,73146,29973,147,73146,Python,BSD-3-Clause,"['apps', 'django', 'framework', 'models', 'orm', 'python', 'templates', 'views', 'web']",False,False,True,False,False,False,False,False,False,main
every-programmer-should-know,A collection of (mostly) technical things every software developer should know about,https://github.com/mtdvio/every-programmer-should-know,2017-08-24T13:18:26Z,2023-09-21T11:11:04Z,,301,72971,6973,47,72971,,CC-BY-4.0,"['cc-by', 'collection', 'computer-science', 'educational', 'novice']",True,True,True,True,False,False,False,False,False,master
svelte,Cybernetically enhanced web apps,https://github.com/sveltejs/svelte,2016-11-20T18:13:05Z,2023-09-21T11:23:32Z,https://svelte.dev,99241,72642,4013,869,72642,JavaScript,MIT,"['compiler', 'template', 'ui']",True,True,True,True,False,False,False,False,False,master
FiraCode,Free monospaced font with programming ligatures,https://github.com/tonsky/FiraCode,2014-11-11T19:32:38Z,2023-09-21T10:37:39Z,,88609,72505,3045,367,72505,Clojure,OFL-1.1,"['font', 'ligatures', 'programming-ligatures']",True,True,True,True,False,True,False,False,False,master
Font-Awesome,"The iconic SVG, font, and CSS toolkit",https://github.com/FortAwesome/Font-Awesome,2012-02-17T14:19:43Z,2023-09-21T11:13:19Z,https://fontawesome.com,111971,72253,12434,5428,72253,JavaScript,NOASSERTION,"['css', 'font', 'fontawesome', 'icons', 'svg-icons', 'svg-sprites', 'webfont']",True,True,True,True,False,True,False,False,False,6.x
tailwindcss,A utility-first CSS framework for rapid UI development.,https://github.com/tailwindlabs/tailwindcss,2017-10-06T14:59:14Z,2023-09-21T11:33:10Z,https://tailwindcss.com/,99409,72109,3753,13,72109,HTML,MIT,"['css', 'css-framework', 'functional-css', 'postcss', 'responsive', 'tailwindcss', 'utility-classes']",True,False,True,False,False,True,False,False,False,master
frp,A fast reverse proxy to help you expose a local server behind a NAT or firewall to the internet.,https://github.com/fatedier/frp,2015-12-21T15:24:59Z,2023-09-21T11:08:20Z,,26730,72050,11963,79,72050,Go,Apache-2.0,"['expose', 'firewall', 'frp', 'go', 'http-proxy', 'nat', 'p2p', 'proxy', 'reverse-proxy', 'tunnel']",True,True,True,False,False,False,False,False,False,dev
advanced-java,😮 Core Interview Questions & Answers For Experienced Java(Backend) Developers | 互联网 Java 工程师进阶知识完全扫盲：涵盖高并发、分布式、高可用、微服务、海量数据处理等领域知识,https://github.com/doocs/advanced-java,2018-10-06T11:38:30Z,2023-09-21T10:59:45Z,https://doocs.github.io/advanced-java,33692,71635,18620,3,71635,Java,CC-BY-SA-4.0,"['advanced-java', 'distributed-search-engine', 'distributed-systems', 'doocs', 'dubbo', 'elasticsearch', 'eureka', 'feign', 'high-availability', 'high-concurrency', 'hystrix', 'java', 'message-queue', 'microservices-architecture', 'redis', 'ribbon', 'rpc', 'spring-cloud', 'springcloud-config', 'zookeeper']",True,False,True,False,True,True,False,False,False,main
gin,"Gin is a HTTP web framework written in Go (Golang). It features a Martini-like API with much better performance -- up to 40 times faster. If you need smashing performance, get yourself some Gin.",https://github.com/gin-gonic/gin,2014-06-16T23:57:25Z,2023-09-21T10:06:28Z,https://gin-gonic.com/,3263,71555,7704,754,71555,Go,MIT,"['framework', 'gin', 'go', 'middleware', 'performance', 'router', 'server']",True,False,True,False,False,False,False,False,False,master
bitcoin,Bitcoin Core integration/staging tree,https://github.com/bitcoin/bitcoin,2010-12-19T15:16:43Z,2023-09-21T10:35:37Z,https://bitcoincore.org/en/download,240110,71444,35719,666,71444,C++,MIT,"['bitcoin', 'c-plus-plus', 'cryptocurrency', 'cryptography', 'p2p']",True,True,False,False,False,False,False,False,False,master
opencv,Open Source Computer Vision Library,https://github.com/opencv/opencv,2012-07-19T09:40:17Z,2023-09-21T11:14:13Z,https://opencv.org,521137,71279,55603,2526,71279,C++,Apache-2.0,"['c-plus-plus', 'computer-vision', 'deep-learning', 'image-processing', 'opencv']",True,False,True,True,False,False,False,False,False,4.x
pytorch,Tensors and Dynamic neural networks in Python with strong GPU acceleration,https://github.com/pytorch/pytorch,2016-08-13T05:26:41Z,2023-09-21T10:55:01Z,https://pytorch.org,1185630,70933,19511,12736,70933,Python,NOASSERTION,"['autograd', 'deep-learning', 'gpu', 'machine-learning', 'neural-network', 'numpy', 'python', 'tensor']",True,True,True,True,False,False,False,False,False,main
nvm,Node Version Manager - POSIX-compliant bash script to manage multiple active node.js versions,https://github.com/nvm-sh/nvm,2010-04-15T17:47:47Z,2023-09-21T11:12:30Z,,3325,70228,7465,395,70228,Shell,MIT,"['bash', 'install', 'lts', 'node', 'node-js', 'nodejs', 'nvm', 'nvmrc', 'posix', 'posix-compliant', 'shell', 'version-manager', 'zsh']",True,False,True,False,False,False,False,False,False,master
mall,mall项目是一套电商系统，包括前台商城系统及后台管理系统，基于SpringBoot+MyBatis实现，采用Docker容器化部署。 前台商城系统包含首页门户、商品推荐、商品搜索、商品展示、购物车、订单流程、会员中心、客户服务、帮助中心等模块。 后台管理系统包含商品管理、订单管理、会员管理、促销管理、运营管理、内容管理、统计报表、财务管理、权限管理、设置等模块。,https://github.com/macrozheng/mall,2018-04-04T01:11:44Z,2023-09-21T11:08:52Z,https://www.macrozheng.com/admin/,58131,70151,27571,38,70151,Java,Apache-2.0,"['docker', 'elasticsearch', 'elk', 'java', 'mongodb', 'mybatis', 'mysql', 'rabbitmq', 'redis', 'spring', 'spring-boot', 'spring-cloud', 'spring-security', 'springboot', 'springcloud', 'swagger-ui']",True,True,True,True,False,False,False,False,False,master
neovim,Vim-fork focused on extensibility and usability,https://github.com/neovim/neovim,2014-01-31T13:39:22Z,2023-09-21T11:31:11Z,https://neovim.io,246710,69560,4880,1660,69560,Vim Script,NOASSERTION,"['api', 'c', 'lua', 'neovim', 'nvim', 'text-editor', 'vim']",True,True,True,True,False,True,False,False,False,master
awesome-vue,🎉 A curated list of awesome things related to Vue.js,https://github.com/vuejs/awesome-vue,2015-10-20T00:16:14Z,2023-09-21T11:08:04Z,,13322,69509,9447,40,69509,,MIT,[],True,True,True,False,False,False,False,False,False,master
spring-boot,Spring Boot,https://github.com/spring-projects/spring-boot,2012-10-19T15:02:57Z,2023-09-21T10:39:49Z,https://spring.io/projects/spring-boot,165704,69412,39451,638,69412,Java,Apache-2.0,"['framework', 'java', 'spring', 'spring-boot']",True,True,True,True,False,False,False,False,False,main
Awesome-Hacking,"A collection of various awesome lists for hackers, pentesters and security researchers",https://github.com/Hack-with-Github/Awesome-Hacking,2016-03-30T15:47:10Z,2023-09-21T11:20:47Z,,165,69234,8668,27,69234,,CC0-1.0,"['android', 'awesome', 'bug-bounty', 'fuzzing', 'hacking', 'penetration-testing', 'pentesting-windows', 'reverse-engineering', 'security']",False,False,True,False,False,False,False,False,False,master
hugo,The world’s fastest framework for building websites.,https://github.com/gohugoio/hugo,2013-07-04T15:26:26Z,2023-09-21T11:37:56Z,https://gohugo.io,118176,69075,7354,642,69075,Go,Apache-2.0,"['blog-engine', 'cms', 'content-management-system', 'documentation-tool', 'go', 'hugo', 'static-site-generator']",True,True,True,False,False,False,False,False,False,master
tauri,"Build smaller, faster, and more secure desktop applications with a web frontend.",https://github.com/tauri-apps/tauri,2019-07-13T09:09:37Z,2023-09-21T11:00:55Z,https://tauri.app,77497,68590,1977,588,68590,Rust,Apache-2.0,"['hacktoberfest', 'high-performance', 'rust', 'webview', 'works-with-clojurescript', 'works-with-construct', 'works-with-elm', 'works-with-flutter', 'works-with-gatsby', 'works-with-mint', 'works-with-phaser', 'works-with-quasar', 'works-with-react', 'works-with-reason', 'works-with-svelte', 'works-with-vue', 'works-with-yew']",True,True,True,False,False,True,False,False,False,dev
iptv,Collection of publicly available IPTV channels from all over the world,https://github.com/iptv-org/iptv,2018-11-14T22:00:57Z,2023-09-21T09:17:27Z,,356733,68511,787,12,68511,JavaScript,Unlicense,"['iptv', 'm3u', 'playlist', 'streams', 'tv']",True,False,True,False,True,False,False,False,False,master
json-server,Get a full fake REST API with zero coding in less than 30 seconds (seriously),https://github.com/typicode/json-server,2013-11-27T13:21:13Z,2023-09-21T11:14:34Z,,3761,68430,6768,671,68430,JavaScript,MIT,[],True,True,True,False,False,False,False,False,False,master
app-ideas,A Collection of application ideas which can be used to improve your coding skills.,https://github.com/florinpop17/app-ideas,2019-02-25T18:36:56Z,2023-09-21T11:07:41Z,,614,66929,8510,348,66929,,MIT,"['applications', 'coding', 'hacktoberfest', 'ideas']",True,True,True,True,False,False,False,False,False,master
moby,Moby Project - a collaborative project for the container ecosystem to assemble container-based systems,https://github.com/moby/moby,2013-01-18T18:10:57Z,2023-09-21T10:36:35Z,https://mobyproject.org/,203440,66680,18874,3278,66680,Go,Apache-2.0,"['containers', 'docker', 'go', 'golang']",True,True,True,True,False,True,False,False,False,master
Front-End-Checklist,🗂 The perfect Front-End Checklist for modern websites and meticulous developers,https://github.com/thedaviddias/Front-End-Checklist,2017-10-16T10:12:36Z,2023-09-21T04:55:53Z,https://frontendchecklist.io,2883,66062,6359,2,66062,,CC0-1.0,"['checklist', 'css', 'front-end-developer-tool', 'front-end-development', 'frontend', 'guidelines', 'html', 'javascript', 'lists', 'reference', 'resources', 'web-development']",True,False,True,False,True,True,False,False,False,master
GitHub-Chinese-Top-Charts,:cn: GitHub中文排行榜，各语言分设「软件 | 资料」榜单，精准定位中文好项目。各取所需，高效学习。,https://github.com/GrowingGit/GitHub-Chinese-Top-Charts,2019-09-05T03:01:56Z,2023-09-21T09:32:17Z,,46919,65388,9336,127,65388,Java,NOASSERTION,[],True,True,True,True,False,False,False,False,False,master
elasticsearch,"Free and Open, Distributed, RESTful Search Engine",https://github.com/elastic/elasticsearch,2010-02-08T13:20:56Z,2023-09-21T11:34:29Z,https://www.elastic.co/products/elasticsearch,1110554,65160,23583,4418,65160,Java,NOASSERTION,"['elasticsearch', 'java', 'search-engine']",True,True,True,False,False,False,False,False,False,main
netdata,"Monitor your servers, containers, and applications, in high-resolution and in real-time!",https://github.com/netdata/netdata,2013-06-17T18:39:10Z,2023-09-21T11:16:26Z,https://www.netdata.cloud,145258,65126,5664,359,65126,C,GPL-3.0,"['alerting', 'cncf', 'data-visualization', 'database', 'devops', 'docker', 'grafana', 'influxdb', 'kubernetes', 'linux', 'machine-learning', 'mongodb', 'monitoring', 'mysql', 'netdata', 'observability', 'postgresql', 'prometheus', 'raspberry-pi', 'statsd']",True,True,True,False,False,True,False,False,False,master
reveal.js,The HTML Presentation Framework,https://github.com/hakimel/reveal.js,2011-06-07T18:54:22Z,2023-09-21T11:14:18Z,https://revealjs.com,22063,64590,16687,753,64590,JavaScript,MIT,"['presentations', 'slides', 'slideshow']",True,True,True,True,True,True,False,False,False,master
flask,The Python micro framework for building web applications.,https://github.com/pallets/flask,2010-04-06T11:11:59Z,2023-09-21T11:29:54Z,https://flask.palletsprojects.com,10345,64197,15889,3,64197,Python,BSD-3-Clause,"['flask', 'jinja', 'pallets', 'python', 'web-framework', 'werkzeug', 'wsgi']",True,False,True,False,False,True,False,False,False,main
swift,The Swift Programming Language,https://github.com/apple/swift,2015-10-23T21:15:07Z,2023-09-21T10:35:51Z,https://swift.org,1047416,64072,10286,6723,64072,C++,Apache-2.0,[],True,False,True,False,False,False,False,False,False,main
awesome-mac," Now we have become very big, Different from the original idea. Collect premium software in various categories.",https://github.com/jaywcjlove/awesome-mac,2016-07-17T15:33:47Z,2023-09-21T11:20:55Z,https://git.io/macx,11137,63603,5968,141,63603,JavaScript,CC0-1.0,"['apple', 'awesome', 'awesome-list', 'awesome-lists', 'list', 'mac', 'mac-osx', 'macos', 'macosx', 'software']",True,True,True,True,True,False,False,False,False,master
webpack,"A bundler for javascript and friends. Packs many modules into a few bundled assets. Code Splitting allows for loading parts of the application on demand. Through ""loaders"", modules can be CommonJs, AMD, ES6 modules, CSS, Images, JSON, Coffeescript, LESS, ... and your custom stuff.",https://github.com/webpack/webpack,2012-03-10T10:08:14Z,2023-09-21T09:05:00Z,https://webpack.js.org,61702,63514,8867,327,63514,JavaScript,MIT,"['amd', 'build-tool', 'commonjs', 'compiler', 'es2015', 'es6', 'esm', 'javascript', 'javascript-compiler', 'javascript-modules', 'loaders', 'module-bundler', 'plugins', 'web', 'web-performance', 'webpack']",True,True,True,False,False,True,False,False,False,main
node,Everything required to run your own Base node,https://github.com/base-org/node,2023-02-01T13:55:02Z,2023-09-21T11:35:13Z,,2612,63154,2152,6,63154,Shell,MIT,[],True,True,True,True,False,False,False,False,False,main
core,:house_with_garden: Open source home automation that puts local control and privacy first.,https://github.com/home-assistant/core,2013-09-17T07:29:48Z,2023-09-21T11:07:26Z,https://www.home-assistant.io,471813,62995,24773,2647,62995,Python,Apache-2.0,"['asyncio', 'hacktoberfest', 'home-automation', 'internet-of-things', 'iot', 'mqtt', 'python', 'raspberry-pi']",True,True,True,False,False,False,False,False,False,dev
